message_id,message_text,label,scam_type,risk_score,risk_level,language,signals,contains_payment_request,contains_urgency,contains_impersonation,contains_credential_request,contains_url,contains_upi,contains_phone,recommended_action
F0064,No documents loan available. Pay advance EMI ₹10000 to receive disbursal.,fraud,Loan Scam,67,medium,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0191,"Hi Om, please call me when you are free.",safe,Safe / Normal Message,1,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0038,You are selected for airport ground staff job. No interview needed. Send document verification fee ₹10000 to tradingprofit@upi.,fraud,Job / Recruitment Scam,72,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0219,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,9,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0056,VIP trading account activation pending. Pay ₹2500 and get assured daily income.,fraud,Investment Scam,65,medium,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0011,CBI officer speaking. Your phone number is involved in money laundering. Pay security deposit to tradingprofit@upi before 30 minutes.,fraud,Digital Arrest Scam,90,high,English,law_enforcement_impersonation|digital_arrest|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0155,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,31,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0179,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,37,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0181,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,37,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0078,Courier delivery blocked due to unpaid customs fee. Pay ₹25000 to refundhelp@upi.,fraud,Courier / Parcel Scam,79,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0176,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,51,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0041,"Congratulations, your resume is shortlisted. Pay refundable training deposit ₹15000 to confirm your seat.",fraud,Job / Recruitment Scam,89,high,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0024,Your wallet KYC is pending. Complete verification using OTP and PAN details at secure-kyc-bankverify.com. Last warning.,fraud,Fake KYC Scam,85,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0211,Can you share the project update by evening?,safe,Safe / Normal Message,0,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0068,No documents loan available. Pay advance EMI ₹2500 to receive disbursal.,fraud,Loan Scam,86,high,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0119,Aadhaar verification pending. Share OTP immediately or services will stop.,fraud,OTP / Credential Theft,94,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0079,Cyber Crime Cell has found suspicious package in your name. Stay on call for verification.,fraud,Courier / Parcel Scam,80,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0204,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,8,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
H0265,CBI se bol rahe hain. Aap digital arrest mein ho. Case close karne ke liye ₹5000 verifyfast@upi par bhejo abhi.,fraud,Digital Arrest Scam,95,high,Hinglish,law_enforcement_impersonation|digital_arrest|payment_request|urgency,1,1,1,0,0,1,0,Verify sender through official source. Do not pay fees or share OTP/PIN/documents.
F0092,"Net banking disabled. Complete account verification using Aadhaar, PAN and OTP.",fraud,Bank Account Freeze Scam,83,high,English,bank_impersonation|account_freeze|credential_request|phishing_link|urgency,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0138,Electricity bill pending. Power will be disconnected tonight. Pay at jobverify-hr.in.,fraud,Electricity / Utility Scam,74,medium,English,utility_impersonation|service_disconnection|payment_request|phishing_link|urgency,1,1,1,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0260,Team meeting moved to 4 PM. Join from the regular calendar link.,safe,Safe / Normal Message,12,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0105,You won iPhone. Pay delivery charge ₹999 before today.,fraud,Lottery / Reward Scam,90,high,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0225,Can you share the project update by evening?,safe,Safe / Normal Message,0,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0120,"Card verification failed. Provide CVV, expiry date and OTP at bank-secure-login.in.",fraud,OTP / Credential Theft,94,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0261,Reminder: Your appointment is confirmed for today.,safe,Safe / Normal Message,2,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0043,"We have urgent hiring for part-time online job. High salary, no experience. Message YES to continue.",fraud,Job / Recruitment Scam,61,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0208,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,1,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0040,"Work from home job, daily earning ₹2,000. Share Aadhaar, PAN and bank details for salary activation.",fraud,Job / Recruitment Scam,60,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0028,"To receive money, open UPI app and enter PIN after clicking jobverify-hr.in.",fraud,UPI Payment Fraud,71,medium,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0150,Your account requires verification. Please check the official app for details.,suspicious,Unknown Suspicious Message,34,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
N0198,Your order has been delivered successfully. Thank you for shopping with us.,safe,Safe / Normal Message,12,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0200,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,4,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0240,Can you share the project update by evening?,safe,Safe / Normal Message,13,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0052,Double your money scheme approved. Send initial investment to supportdesk@upi before 1 hour.,fraud,Investment Scam,83,high,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0255,Please submit the assignment before Friday.,safe,Safe / Normal Message,10,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0254,Your cab has arrived at the pickup location.,safe,Safe / Normal Message,13,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0070,"Loan approval pending. Upload Aadhaar, PAN and pay file charge at rbi-verify-payment.com.",fraud,Loan Scam,62,medium,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0116,"Card verification failed. Provide CVV, expiry date and OTP at claim-reward-now.com.",fraud,OTP / Credential Theft,95,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0082,FedEx customs clearance failed. Pay penalty ₹1500 at bank-secure-login.in or parcel will be seized.,fraud,Courier / Parcel Scam,97,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0084,Your parcel contains illegal items and is held by customs. Call +91 9876543210 immediately to avoid police case.,fraud,Courier / Parcel Scam,74,medium,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0189,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,48,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
N0213,Your order has been delivered successfully. Thank you for shopping with us.,safe,Safe / Normal Message,2,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0249,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,5,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0237,Can you share the project update by evening?,safe,Safe / Normal Message,3,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0206,Your payment of ₹7500 was successful. No action required.,safe,Safe / Normal Message,7,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0081,FedEx customs clearance failed. Pay penalty ₹1500 at secure-kyc-bankverify.com or parcel will be seized.,fraud,Courier / Parcel Scam,93,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0218,Your payment of ₹15000 was successful. No action required.,safe,Safe / Normal Message,14,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0067,Your personal loan is sanctioned. Send insurance charge ₹15000 before disbursal.,fraud,Loan Scam,87,high,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0075,Courier delivery blocked due to unpaid customs fee. Pay ₹500 to clearancepay@upi.,fraud,Courier / Parcel Scam,70,medium,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0061,Urgent loan offer. Verification fee refundable. Transfer to clearancepay@upi.,fraud,Loan Scam,67,medium,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0034,You have won cashback. Accept collect request from hrverify@upi to receive ₹5000.,fraud,UPI Payment Fraud,73,medium,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0170,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,55,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0112,Your OTP is required to stop unauthorized transaction. Share it with bank officer +91 8765432190.,fraud,OTP / Credential Theft,91,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0016,"KYC update required to avoid account freeze. Share Aadhaar, PAN and OTP with our verification officer on +91 9000012345.",fraud,Fake KYC Scam,85,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0146,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,55,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0152,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,54,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0020,Your mobile banking access will be disabled. Update KYC now: rbi-verify-payment.com,fraud,Fake KYC Scam,88,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0101,Your mobile number selected for reward. Send Aadhaar and bank details for prize transfer.,fraud,Lottery / Reward Scam,63,medium,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0210,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,2,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
S0164,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,26,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0035,Refund approved. Send ₹1 verification to verifyfast@upi to activate transfer.,fraud,UPI Payment Fraud,88,high,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0130,Your camera was hacked. Transfer money within today to avoid public leak.,fraud,Sextortion / Blackmail Scam,87,high,English,blackmail|threat|payment_request|urgency|fear_pressure,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0025,You have won cashback. Accept collect request from tradingprofit@upi to receive ₹1500.,fraud,UPI Payment Fraud,88,high,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0149,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,31,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0022,RBI KYC compliance alert: verify your account before 1 hour to avoid permanent blocking.,fraud,Fake KYC Scam,85,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0192,Please submit the assignment before Friday.,safe,Safe / Normal Message,10,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0118,Security check: send your UPI PIN and OTP to avoid account suspension.,fraud,OTP / Credential Theft,99,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0096,Your account has been flagged for money laundering. Pay clearance penalty ₹15000.,fraud,Bank Account Freeze Scam,81,high,English,bank_impersonation|account_freeze|credential_request|phishing_link|urgency,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0253,Your order has been delivered successfully. Thank you for shopping with us.,safe,Safe / Normal Message,5,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
S0180,"Hello, I saw your profile online and have a remote job opportunity. Are you interested?",suspicious,Unknown Suspicious Message,55,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
N0264,Your cab has arrived at the pickup location.,safe,Safe / Normal Message,11,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0134,MSEDCL notice: last date expired. Call officer +91 9123456780 to avoid disconnection.,fraud,Electricity / Utility Scam,73,medium,English,utility_impersonation|service_disconnection|payment_request|phishing_link|urgency,1,1,1,0,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0217,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,15,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0230,Your parcel is out for delivery. Track it from the official app.,safe,Safe / Normal Message,3,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0060,VIP trading account activation pending. Pay ₹15000 and get assured daily income.,fraud,Investment Scam,68,medium,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0236,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,15,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0023,"Dear customer, your bank KYC is expired. Update immediately at rbi-verify-payment.com or your account will be blocked today.",fraud,Fake KYC Scam,77,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0048,"Congratulations, your resume is shortlisted. Pay refundable training deposit ₹7500 to confirm your seat.",fraud,Job / Recruitment Scam,82,high,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0144,Your gas connection will be suspended. Pay reconnection fee ₹999 to tradingprofit@upi.,fraud,Electricity / Utility Scam,81,high,English,utility_impersonation|service_disconnection|payment_request|phishing_link|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0073,Courier delivery blocked due to unpaid customs fee. Pay ₹5000 to tradingprofit@upi.,fraud,Courier / Parcel Scam,80,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0031,Payment failed but amount is on hold. Scan QR and enter UPI PIN to receive refund of ₹500.,fraud,UPI Payment Fraud,93,high,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0252,Your parcel is out for delivery. Track it from the official app.,safe,Safe / Normal Message,3,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0215,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,2,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0122,Your personal data is with us. Pay settlement amount to stop leak.,fraud,Sextortion / Blackmail Scam,99,high,English,blackmail|threat|payment_request|urgency|fear_pressure,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0106,Government reward approved. Verification payment required to release funds.,fraud,Lottery / Reward Scam,63,medium,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0054,Invest ₹7500 today and get guaranteed 3x return in 7 days. Join our trading group at jobverify-hr.in.,fraud,Investment Scam,68,medium,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0158,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,28,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
N0193,Your order has been delivered successfully. Thank you for shopping with us.,safe,Safe / Normal Message,13,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0001,Digital arrest order active. Stay online and follow verification. Send ₹5000 to clearancepay@upi or legal action will start.,fraud,Digital Arrest Scam,90,high,English,law_enforcement_impersonation|digital_arrest|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0172,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,27,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0005,Arrest warrant issued in your name by Cyber Crime Cell. Pay penalty now or your bank accounts will be frozen. Call +91 9000012345.,fraud,Digital Arrest Scam,97,high,English,law_enforcement_impersonation|digital_arrest|threat|payment_request|urgency,1,1,1,0,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
